trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
166,False,"{'a': 0.18195499013301977, 'e': 0.7538747921731412}",25,13,-26.373790973895623,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
167,False,"{'a': 0.18159107918135084, 'e': 0.752339706085738}",20,0,-83.11712393738037,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
168,False,"{'a': 0.1812300621671487, 'e': 0.7508062472634444}",20,0,-92.1736866103153,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
169,False,"{'a': 0.1808718990554429, 'e': 0.7492744274059647}",20,11,-87.56217067402316,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 2}",1
170,False,"{'a': 0.18051655059781124, 'e': 0.7477442580197161}",20,0,-78.19898804523035,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
171,False,"{'a': 0.18016397831240874, 'e': 0.7462157504209584}",20,11,-15.105823926313018,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.1798141444646168, 'e': 0.7446889157388581}",25,1,-83.82100481758178,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 1}",1
173,False,"{'a': 0.17946701204829033, 'e': 0.7431637649184845}",20,0,-42.757122671177626,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
174,False,"{'a': 0.17912254476758066, 'e': 0.7416403087237435}",25,0,-78.97523923641238,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
175,False,"{'a': 0.17878070701931353, 'e': 0.7401185577402492}",20,15,3.7310449345940917,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.17844146387590207, 'e': 0.7385985223781333}",20,11,-50.493450580002644,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
177,False,"{'a': 0.1781047810687755, 'e': 0.737080212874798}",20,13,1.8120396322783596,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
178,False,"{'a': 0.17777062497230567, 'e': 0.7355636392976098}",25,0,-91.72041991952281,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
179,False,"{'a': 0.1774389625882129, 'e': 0.734048811546539}",20,1,-69.9279847960591,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
180,False,"{'a': 0.1771097615304352, 'e': 0.7325357393567438}",25,0,-111.66939660507582,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
181,False,"{'a': 0.17678299001044376, 'e': 0.731024432301102}",20,0,-102.94520110674159,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
182,False,"{'a': 0.17645861682298988, 'e': 0.7295148997926924}",20,0,-50.54807769928049,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
183,False,"{'a': 0.17613661133226788, 'e': 0.7280071510872241}",25,10,24.6924342886723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.1758169434584797, 'e': 0.726501195285419}",25,1,-106.5914181895591,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 1}",1
185,False,"{'a': 0.17549958366478785, 'e': 0.7249970413353455}",20,0,-26.720762359445395,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
186,False,"{'a': 0.175184502944643, 'e': 0.7234946980347067}",30,0,-178.09060089523317,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
187,False,"{'a': 0.17487167280947338, 'e': 0.7219941740330833}",20,9,-19.184299870178073,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.17456106527672455, 'e': 0.7204954778341326}",30,8,-33.413611044502865,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 0}",1
189,False,"{'a': 0.17425265285823674, 'e': 0.7189986177977443}",20,0,-114.61843532919926,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
190,False,"{'a': 0.17394640854894952, 'e': 0.7175036021421558}",20,3,-34.39021873302603,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 0}",1
191,False,"{'a': 0.17364230581592197, 'e': 0.7160104389460248}",25,13,-48.620148490583496,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
192,False,"{'a': 0.1733403185876587, 'e': 0.7145191361504645}",25,0,-15.308720057800858,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
193,False,"{'a': 0.17304042124373117, 'e': 0.713029701561038}",20,0,-14.186002092547465,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
194,False,"{'a': 0.172742588604685, 'e': 0.711542142849717}",20,0,-94.40586615888596,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
195,False,"{'a': 0.17244679592222356, 'e': 0.7100564675568016}",20,0,-7.073981426137308,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
196,False,"{'a': 0.1721530188696593, 'e': 0.7085726830928062}",30,0,-98.73884595899072,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
197,False,"{'a': 0.17186123353262403, 'e': 0.7070907967403085}",25,0,-145.3375746146968,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
198,False,"{'a': 0.1715714164000298, 'e': 0.7056108156557658}",20,11,5.960676753858415,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.17128354435527232, 'e': 0.7041327468712969}",30,0,-84.3585759639098,"{0: 21, 1: 0, 2: 7, 3: 2, 4: 0}",0
200,False,"{'a': 0.17099759466766973, 'e': 0.7026565972964323}",30,8,-27.839631240232862,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.17071354498412838, 'e': 0.7011823737198314}",30,0,-79.54764243809504,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
202,False,"{'a': 0.1704313733210296, 'e': 0.6997100828109697}",30,0,-142.34243537938184,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
203,False,"{'a': 0.1701510580563294, 'e': 0.6982397311217955}",25,0,-280.4926432420983,"{0: 11, 1: 5, 2: 1, 3: 3, 4: 5}",0
204,False,"{'a': 0.16987257792186555, 'e': 0.6967713250883562}",30,0,-88.31856010110133,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
205,False,"{'a': 0.1695959119958648, 'e': 0.6953048710323964}",20,0,-65.66449928055431,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
206,False,"{'a': 0.16932103969564452, 'e': 0.6938403751629276}",20,5,-45.375770815634304,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
207,False,"{'a': 0.16904794077050284, 'e': 0.6923778435777702}",20,9,-1.0528324982312887,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.16877659529479094, 'e': 0.6909172822650681}",20,0,-49.17380404574294,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
209,False,"{'a': 0.168506983661163, 'e': 0.6894586971047778}",20,4,-92.45683964535552,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
210,False,"{'a': 0.16823908657399744, 'e': 0.6880020938701308}",25,0,-12.153673186014746,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
211,False,"{'a': 0.16797288504298472, 'e': 0.6865474782290713}",20,6,-25.27470947375577,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
212,False,"{'a': 0.16770836037687697, 'e': 0.6850948557456689}",20,0,-68.89593374276531,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
213,False,"{'a': 0.16744549417739418, 'e': 0.6836442318815079}",35,10,-19.57578744981843,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",1
214,False,"{'a': 0.16718426833328245, 'e': 0.6821956119970521}",20,13,-5.937055671276303,"{0: 4, 1: 3, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.16692466501452008, 'e': 0.680749001352987}",25,0,-62.020716578257584,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
216,False,"{'a': 0.16666666666666669, 'e': 0.6793044051115399}",25,0,-40.74732730806403,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
217,False,"{'a': 0.16641025600535164, 'e': 0.6778618283377766}",30,0,-106.16318418422237,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
218,False,"{'a': 0.1661554160108974, 'e': 0.6764212760008786}",25,0,-64.53551898961001,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
219,False,"{'a': 0.165902129923074, 'e': 0.6749827529753969}",25,0,-36.17821717146419,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
220,False,"{'a': 0.16565038123598103, 'e': 0.6735462640424867}",30,19,-24.189428436237538,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
221,False,"{'a': 0.16540015369305314, 'e': 0.6721118138911215}",30,0,-114.37823118857692,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
222,False,"{'a': 0.16515143128218576, 'e': 0.6706794071192871}",25,5,-6.183192434570861,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
223,False,"{'a': 0.16490419823097782, 'e': 0.6692490482351565}",20,5,-31.2259169827058,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
224,False,"{'a': 0.1646584390020874, 'e': 0.6678207416582459}",25,0,-43.852588335975994,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
225,False,"{'a': 0.16441413828869803, 'e': 0.6663944917205518}",20,2,-26.578400300810316,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.16417128101009212, 'e': 0.6649703026676702}",25,0,-115.00966474901064,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
227,False,"{'a': 0.16392985230732832, 'e': 0.6635481786598982}",20,14,-2.736739869905083,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.16368983753902044, 'e': 0.6621281237733173}",20,0,-126.98486667329675,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
229,False,"{'a': 0.16345122227721448, 'e': 0.660710142000861}",20,0,-106.34030903402049,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
230,False,"{'a': 0.16321399230336173, 'e': 0.6592942372533638}",25,15,-21.79616316981678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.16297813360438465, 'e': 0.6578804133605959}",20,0,-51.70130308399017,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
232,False,"{'a': 0.16274363236883382, 'e': 0.6564686740722803}",20,0,-25.787450239786494,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.1625104749831323, 'e': 0.6550590230590948}",25,14,-17.766074865719247,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.1622786480279064, 'e': 0.6536514639136584}",25,0,-58.87289672880091,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
235,False,"{'a': 0.1620481382743992, 'e': 0.6522460001515027}",20,6,-50.41260842430712,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
236,False,"{'a': 0.1618189326809659, 'e': 0.6508426352120285}",30,4,-62.70446569710384,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 1}",1
237,False,"{'a': 0.1615910183896475, 'e': 0.6494413724594473}",30,1,-120.25568455748164,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 2}",1
238,False,"{'a': 0.1613643827228219, 'e': 0.6480422151837102}",20,2,-12.18515165365278,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.16113901317992946, 'e': 0.6466451666014204}",30,16,-40.896406353942936,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.16091489743427165, 'e': 0.6452502298567342}",30,0,-207.53306921196673,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 4}",0
241,False,"{'a': 0.16069202332988053, 'e': 0.6438574080222472}",25,13,-4.108649886279011,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.16047037887845741, 'e': 0.6424667040998683}",25,7,1.0027556466467653,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.16024995225637872, 'e': 0.64107812102168}",20,0,-59.72376050242624,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
244,False,"{'a': 0.16003073180176738, 'e': 0.6396916616507866}",20,6,-14.707797782094186,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.15981270601162811, 'e': 0.6383073287821495}",20,13,-21.363257584172384,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
246,False,"{'a': 0.15959586353904498, 'e': 0.6369251251434105}",30,18,-69.71475056924993,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
247,False,"{'a': 0.15938019319043925, 'e': 0.6355450533957037}",25,0,-127.05050602016934,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
248,False,"{'a': 0.15916568392288669, 'e': 0.6341671161344548}",35,12,-70.83211601900446,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
249,False,"{'a': 0.15895232484149208, 'e': 0.6327913158901691}",20,4,-52.40721701338583,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 0}",1
250,False,"{'a': 0.15874010519681997, 'e': 0.631417655129209}",25,0,-47.34579768962709,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
251,False,"{'a': 0.15852901438238012, 'e': 0.6300461362545591}",30,9,-18.52663377442971,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
252,False,"{'a': 0.15831904193216612, 'e': 0.6286767616065813}",30,0,-67.52282764722402,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
253,False,"{'a': 0.15811017751824602, 'e': 0.6273095334637591}",25,0,-30.292186289136424,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
254,False,"{'a': 0.15790241094840374, 'e': 0.6259444540434314}",25,5,-58.046802917306266,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
255,False,"{'a': 0.15769573216382957, 'e': 0.6245815255025158}",25,0,-89.05205815759938,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
256,False,"{'a': 0.15749013123685915, 'e': 0.6232207499382217}",30,0,-240.77058016321226,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 5}",0
257,False,"{'a': 0.15728559836875938, 'e': 0.6218621293887543}",20,0,-42.24054344535271,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
258,False,"{'a': 0.1570821238875599, 'e': 0.6205056658340071}",20,3,-19.904481875631554,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
259,False,"{'a': 0.1568796982459297, 'e': 0.6191513611962474}",30,8,-37.783359038947275,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 0}",1
260,False,"{'a': 0.15667831201909693, 'e': 0.6177992173407897}",30,7,-3.661210236059599,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
261,False,"{'a': 0.1564779559028116, 'e': 0.6164492360766617}",30,11,-18.90566473777547,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
262,False,"{'a': 0.15627862071134965, 'e': 0.6151014191572607}",20,4,-18.759569520684458,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.1560802973755574, 'e': 0.6137557682810005}",25,8,-40.748601679494,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
264,False,"{'a': 0.155882976940936, 'e': 0.6124122850919507}",25,0,-18.299784428189703,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",1
265,False,"{'a': 0.155686650565764, 'e': 0.6110709711804663}",20,0,-101.75480021079537,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
266,False,"{'a': 0.1554913095192578, 'e': 0.6097318280838092}",25,11,-8.681766625840353,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
267,False,"{'a': 0.15529694517976908, 'e': 0.6083948572867618}",20,0,-140.73919263637129,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
268,False,"{'a': 0.15510354903301776, 'e': 0.6070600602222321}",20,0,7.9045943121657345,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
269,False,"{'a': 0.15491111267036042, 'e': 0.6057274382718505}",20,6,-5.58576119555826,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.15471962778709267, 'e': 0.6043969927665589}",20,16,7.040317515064997,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.15452908618078512, 'e': 0.6030687249871926}",20,11,-4.523292933676483,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.1543394797496521, 'e': 0.6017426361650536}",25,0,-51.050376367281615,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
273,False,"{'a': 0.154150800490952, 'e': 0.6004187274824773}",20,0,-59.88644336294345,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
274,False,"{'a': 0.15396304049941917, 'e': 0.599097000073391}",25,5,5.0349948891660485,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
275,False,"{'a': 0.15377619196572587, 'e': 0.5977774550238658}",25,2,-77.58885659452754,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
276,False,"{'a': 0.15359024717497424, 'e': 0.5964600933726613}",20,10,-2.196047856030872,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.15340519850521744, 'e': 0.5951449161117627}",20,14,-1.3577735330977212,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.1532210384260087, 'e': 0.5938319241869117}",20,0,-63.29572707794416,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
279,False,"{'a': 0.15303775949697876, 'e': 0.5925211184981305}",25,11,-27.95923888703643,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.15285535436643996, 'e': 0.5912124999002387}",20,0,-16.43311352128914,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.15267381577001715, 'e': 0.5899060692033639}",35,19,-8.895041548915156,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.15249313652930443, 'e': 0.5886018271734461}",20,9,19.292496929004862,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.15231330955054706, 'e': 0.5872997745327354}",20,13,5.506219559389938,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.15213432782334854, 'e': 0.5859999119602834}",20,7,4.391518382872681,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.15195618441940145, 'e': 0.5847022400924292}",25,17,-19.68399056493179,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
286,False,"{'a': 0.15177887249124242, 'e': 0.5834067595232777}",20,0,-53.10196158542914,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
287,False,"{'a': 0.15160238527102993, 'e': 0.5821134708051741}",30,14,-41.84124574867673,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
288,False,"{'a': 0.151426716069345, 'e': 0.5808223744491706}",20,0,3.6343355698497066,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.15125185827401386, 'e': 0.5795334709254891}",25,9,-63.605568252786554,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
290,False,"{'a': 0.15107780534895246, 'e': 0.5782467606639765}",25,13,12.653635923407746,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.150904550833032, 'e': 0.5769622440545554}",25,8,-19.567721345103607,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
292,False,"{'a': 0.15073208833896543, 'e': 0.5756799214476693}",30,2,-71.33453870675896,"{0: 21, 1: 3, 2: 1, 3: 2, 4: 1}",1
293,False,"{'a': 0.150560411552214, 'e': 0.5743997931547222}",25,5,-42.03616809376538,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
294,False,"{'a': 0.1503895142299138, 'e': 0.5731218594485129}",20,0,-7.584892832113731,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
295,False,"{'a': 0.15021939019982186, 'e': 0.5718461205636638}",25,0,-85.09749483166095,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
296,False,"{'a': 0.15005003335928088, 'e': 0.5705725766970448}",20,0,-132.7470804572217,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
297,False,"{'a': 0.14988143767420306, 'e': 0.5693012280081923}",30,10,-29.377333473595534,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.14971359717807167, 'e': 0.568032074619723}",25,0,-40.15039315919273,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
299,False,"{'a': 0.14954650597096075, 'e': 0.5667651166177424}",25,7,-27.72762559610873,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
300,False,"{'a': 0.14938015821857217, 'e': 0.5655003540522491}",20,6,-4.074794539820607,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.14921454815128984, 'e': 0.5642377869375332}",30,7,-72.44087879147833,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 2}",1
302,False,"{'a': 0.14904967006325043, 'e': 0.5629774152525725}",35,12,1.23063027045915,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
303,False,"{'a': 0.14888551831143068, 'e': 0.5617192389414202}",25,15,15.325501268138304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.14872208731475073, 'e': 0.5604632579135915}",20,16,6.822609428929528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.148559371553193, 'e': 0.5592094720444445}",35,21,-42.23127202684355,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.14839736556693645, 'e': 0.5579578811755551}",20,8,-56.964033713786655,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 1}",1
307,False,"{'a': 0.14823606395550623, 'e': 0.5567084851150906}",25,0,21.647609197469347,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
308,False,"{'a': 0.14807546137693756, 'e': 0.5554612836381763}",20,7,-31.32987826132303,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
309,False,"{'a': 0.14791555254695446, 'e': 0.5542162764872589}",20,0,-59.34788881787214,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
310,False,"{'a': 0.14775633223816237, 'e': 0.5529734633724663}",25,4,-16.08135230624339,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.14759779527925487, 'e': 0.5517328439719621}",25,0,-119.08221950148722,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
312,False,"{'a': 0.1474399365542337, 'e': 0.5504944179322968}",25,0,-80.90749473589129,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",1
313,False,"{'a': 0.14728275100164231, 'e': 0.5492581848687547}",25,20,8.84922719696969,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.1471262336138124, 'e': 0.5480241443656969}",20,0,-67.30566071801049,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
315,False,"{'a': 0.1469703794361231, 'e': 0.546792295976901}",30,10,-18.631120284248883,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
316,False,"{'a': 0.14681518356627274, 'e': 0.5455626392258958}",35,24,-21.437655483760302,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.14666064115356298, 'e': 0.5443351736062926}",20,0,-41.93105015850682,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
318,False,"{'a': 0.1465067473981949, 'e': 0.5431098985821139}",25,12,-3.9551264434994176,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
319,False,"{'a': 0.1463534975505767, 'e': 0.5418868135881169}",35,0,12.511078995110262,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
320,False,"{'a': 0.1462008869106433, 'e': 0.5406659180301141}",20,13,14.607650995388616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.14604891082718696, 'e': 0.5394472112852904}",20,13,-10.821115280729256,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.14589756469719903, 'e': 0.5382306927025163}",25,9,-38.95319771400542,"{0: 12, 1: 3, 2: 0, 3: 0, 4: 1}",1
323,False,"{'a': 0.14574684396522272, 'e': 0.5370163616026582}",25,13,7.231533262019395,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.14559674412271648, 'e': 0.5358042172788842}",25,0,-143.59250097488362,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
325,False,"{'a': 0.14544726070742783, 'e': 0.5345942589969679}",20,0,-55.889898563454935,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
326,False,"{'a': 0.14529838930277733, 'e': 0.533386485995588}",25,0,-17.619111689986585,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
327,False,"{'a': 0.14515012553725282, 'e': 0.532180897486625}",25,4,-87.25798289823037,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 1}",1
328,False,"{'a': 0.14500246508381334, 'e': 0.530977492655454}",20,14,13.225695241486356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.14485540365930286, 'e': 0.529776270661235}",30,9,25.934565758887633,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.14470893702387339, 'e': 0.5285772306372}",35,20,-32.95561401716132,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 0}",1
331,False,"{'a': 0.14456306098041738, 'e': 0.5273803716909368}",30,15,-2.7021630572597077,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
332,False,"{'a': 0.14441777137400946, 'e': 0.5261856929046693}",30,12,-6.652205833422806,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
333,False,"{'a': 0.14427306409135676, 'e': 0.524993193335536}",25,1,-59.521633030758416,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 1}",1
334,False,"{'a': 0.14412893506025848, 'e': 0.5238028720158637}",20,2,-25.376286777674572,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
335,False,"{'a': 0.14398538024907348, 'e': 0.5226147279534405}",25,5,-41.65751032691568,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
336,False,"{'a': 0.14384239566619703, 'e': 0.5214287601317835}",20,10,6.647600283314181,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.14369997735954526, 'e': 0.5202449675104056}",20,0,-18.578295633442558,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
338,False,"{'a': 0.143558121416048, 'e': 0.5190633490250783}",25,0,-25.153186716157155,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
