trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
339,False,"{'a': 0.1434168239611498, 'e': 0.5178839035880922}",20,4,-63.30070923593577,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
340,False,"{'a': 0.14327608115831814, 'e': 0.5167066300885147}",20,0,-15.171132690268164,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
341,False,"{'a': 0.14313588920856027, 'e': 0.5155315273924447}",30,19,-19.055624309866424,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
342,False,"{'a': 0.14299624434994676, 'e': 0.5143585943432648}",20,14,0.3481314336862473,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.14285714285714288, 'e': 0.5131878297618914}",20,5,-22.78600740025105,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
344,False,"{'a': 0.14271858104094723, 'e': 0.5120192324470207}",30,6,-13.096561476125714,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
345,False,"{'a': 0.14258055524783744, 'e': 0.5108528011753741}",25,0,-108.10126407944718,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
346,False,"{'a': 0.1424430618595228, 'e': 0.5096885347019392}",35,19,-11.450139039151,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.14230609729250393, 'e': 0.5085264317602094}",30,0,-46.89703938006592,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
348,False,"{'a': 0.14216965799763923, 'e': 0.5073664910624208}",20,0,-61.366994281712735,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
349,False,"{'a': 0.14203374045971764, 'e': 0.5062087112997868}",25,9,1.660138327095534,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
350,False,"{'a': 0.1418983411970384, 'e': 0.5050530911427291}",20,15,6.257966495904006,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.14176345676099675, 'e': 0.5038996292411083}",30,16,10.75796153069513,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.1416290837356762, 'e': 0.5027483242244507}",20,0,-25.67049697902226,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
353,False,"{'a': 0.14149521873744692, 'e': 0.5015991747021729}",30,9,19.53825304502501,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.14136185841457005, 'e': 0.5004521792638046}",20,4,-57.89262110002007,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 0.14122899944680808, 'e': 0.499307336479209}",25,7,-82.11096976239287,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
356,False,"{'a': 0.14109663854504115, 'e': 0.4981646448988006}",20,7,-14.368104914055602,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
357,False,"{'a': 0.14096477245088876, 'e': 0.49702410305376116}",25,14,-35.28664972244764,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
358,False,"{'a': 0.1408333979363376, 'e': 0.4958857094562532}",25,14,-32.589138500933444,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
359,False,"{'a': 0.14070251180337445, 'e': 0.4947494625996317}",25,11,-56.601847277389254,"{0: 7, 1: 4, 2: 1, 3: 2, 4: 0}",1
360,False,"{'a': 0.1405721108836249, 'e': 0.4936153609586532}",25,17,3.537348687859052,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
361,False,"{'a': 0.14044219203799713, 'e': 0.4924834029896831}",30,0,-28.81182643443166,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
362,False,"{'a': 0.14031275215633107, 'e': 0.4913535871309009}",35,16,-23.118513215810164,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
363,False,"{'a': 0.1401837881570528, 'e': 0.490225911802503}",20,0,-28.6229753767255,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
364,False,"{'a': 0.1400552969868338, 'e': 0.48910037540690426}",20,0,-7.772655036712933,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
365,False,"{'a': 0.13992727562025536, 'e': 0.4879769763289365}",20,0,-49.69873969686211,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
366,False,"{'a': 0.13979972105947794, 'e': 0.4868557129360458}",30,4,-102.38790776765583,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 2}",1
367,False,"{'a': 0.13967263033391503, 'e': 0.48573658357848776}",20,0,-16.028085402044244,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
368,False,"{'a': 0.13954600049991203, 'e': 0.48461958658952026}",20,0,-0.9551791960795775,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
369,False,"{'a': 0.13941982864042984, 'e': 0.48350472028559494}",25,10,-32.21121515332936,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
370,False,"{'a': 0.13929411186473264, 'e': 0.4823919829665468}",30,11,16.99825539121055,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
371,False,"{'a': 0.13916884730808046, 'e': 0.4812813729157811}",30,22,12.557072728275225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.13904403213142622, 'e': 0.4801728884004596}",25,0,-79.18397806183614,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
373,False,"{'a': 0.1389196635211167, 'e': 0.47906652767168395}",30,4,-72.23543404292575,"{0: 20, 1: 4, 2: 0, 3: 0, 4: 2}",1
374,False,"{'a': 0.13879573868859843, 'e': 0.4779622889646779}",20,16,9.6496246429584,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.13867225487012697, 'e': 0.4768601704989676}",20,0,-31.73403374201627,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
376,False,"{'a': 0.13854920932648104, 'e': 0.4757601704785598}",25,13,-23.03666492438932,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
377,False,"{'a': 0.13842659934268034, 'e': 0.4746622870921189}",25,0,-22.88286984422532,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
378,False,"{'a': 0.13830442222770725, 'e': 0.47356651851314163}",25,4,-39.31147784250768,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 1}",1
379,False,"{'a': 0.13818267531423287, 'e': 0.4724728629001308}",25,20,8.757488785288668,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.13806135595834634, 'e': 0.47138131839676656}",25,0,-73.65978987051805,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
381,False,"{'a': 0.13794046153928857, 'e': 0.4702918831320765}",20,0,-70.7373271902048,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
382,False,"{'a': 0.1378199894591892, 'e': 0.46920455522060384}",20,6,-61.26109981711801,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
383,False,"{'a': 0.13769993714280732, 'e': 0.4681193327625746}",35,17,-10.045701769871783,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
384,False,"{'a': 0.13758030203727611, 'e': 0.46703621384406213}",20,13,10.793997247516948,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.13746108161185075, 'e': 0.4659551965371509}",20,0,-12.001790617215399,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
386,False,"{'a': 0.1373422733576596, 'e': 0.4648762789000986}",30,13,-34.83694348270588,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
387,False,"{'a': 0.13722387478745948, 'e': 0.46379945897749614}",25,0,-79.11786324222399,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
388,False,"{'a': 0.13710588343539346, 'e': 0.4627247348004271}",20,11,-31.390829800250756,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
389,False,"{'a': 0.1369882968567528, 'e': 0.46165210438662424}",20,0,-46.74739832628675,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
390,False,"{'a': 0.13687111262774154, 'e': 0.46058156574062636}",25,6,-21.681214705470417,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
391,False,"{'a': 0.13675432834524467, 'e': 0.4595131168539319}",25,12,-6.226919131225943,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
392,False,"{'a': 0.13663794162659926, 'e': 0.4584467557051523}",30,6,-59.15100418787855,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 1}",1
393,False,"{'a': 0.1365219501093686, 'e': 0.45738248026016315}",25,9,-3.8256604044093727,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
394,False,"{'a': 0.1364063514511199, 'e': 0.45632028847225437}",30,16,-17.919647898300695,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
395,False,"{'a': 0.13629114332920436, 'e': 0.45526017828227894}",20,0,-57.39835610865534,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
396,False,"{'a': 0.13617632344054065, 'e': 0.4542021476187999}",35,23,9.714862661744146,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.136061889501401, 'e': 0.4531461943982364}",30,20,-3.6934979546917237,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
398,False,"{'a': 0.13594783924720052, 'e': 0.45209231652500786}",25,7,-25.250399051477906,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
399,False,"{'a': 0.13583417043228893, 'e': 0.4510405118916775}",25,15,-48.948229266560446,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
400,False,"{'a': 0.13572088082974534, 'e': 0.4499907783790937}",20,0,-6.495615941491927,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
401,False,"{'a': 0.13560796823117574, 'e': 0.44894311385653063}",20,13,13.999445970483071,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.13549543044651297, 'e': 0.4478975161818275}",20,0,-59.388449279971354,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
403,False,"{'a': 0.13538326530381972, 'e': 0.44685398320152603}",25,5,-62.47451024993535,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",1
404,False,"{'a': 0.13527147064909367, 'e': 0.44581251275100753}",20,5,-5.540048945085473,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
405,False,"{'a': 0.1351600443460756, 'e': 0.44477310265462766}",20,0,-11.851900612403988,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
406,False,"{'a': 0.13504898427605974, 'e': 0.4437357507258508}",25,0,-4.8951425766029075,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
407,False,"{'a': 0.1349382883377069, 'e': 0.4427004547673827}",25,11,-10.113053419272891,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.13482795444685966, 'e': 0.44166721257130204}",20,14,10.050788475149092,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.1347179805363603, 'e': 0.44063602191919093}",20,0,-94.49617097448457,"{0: 14, 1: 1, 2: 1, 3: 3, 4: 1}",0
410,False,"{'a': 0.13460836455587097, 'e': 0.4396068805822639}",25,16,-22.96394819613219,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
411,False,"{'a': 0.1344991044716962, 'e': 0.4385797863214958}",20,0,-54.03124242032059,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
412,False,"{'a': 0.1343901982666077, 'e': 0.43755473688774876}",20,0,-18.6048530180845,"{0: 15, 1: 4, 2: 0, 3: 1, 4: 0}",0
413,False,"{'a': 0.13428164393967146, 'e': 0.43653173002189777}",20,4,-39.48232845594054,"{0: 11, 1: 3, 2: 0, 3: 2, 4: 0}",1
414,False,"{'a': 0.13417343950607705, 'e': 0.43551076345495493}",25,6,-132.96862654673888,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 3}",1
415,False,"{'a': 0.1340655829969691, 'e': 0.43449183490819315}",25,0,-79.82599230493193,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
416,False,"{'a': 0.1339580724592811, 'e': 0.433474942093268}",20,11,-36.68961088870806,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.13385090595557098, 'e': 0.4324600827123389}",20,2,-11.744131199105869,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
418,False,"{'a': 0.1337440815638592, 'e': 0.43144725445818927}",30,12,-23.753297296112578,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
419,False,"{'a': 0.13363759737746853, 'e': 0.43043645501434524}",20,4,-70.47757725978437,"{0: 9, 1: 3, 2: 3, 3: 0, 4: 1}",1
420,False,"{'a': 0.13353145150486626, 'e': 0.4294276820551933}",25,5,-50.79741779948609,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
421,False,"{'a': 0.133425642069508, 'e': 0.4284209332460976}",20,16,8.119417389897233,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.1333201672096837, 'e': 0.4274162062435148}",25,8,2.5821623759005967,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.13321502507836563, 'e': 0.42641349869510947}",20,0,-47.285859362536655,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
424,False,"{'a': 0.1331102138430582, 'e': 0.42541280823986716}",20,0,-88.37343625613717,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
425,False,"{'a': 0.13300573168564955, 'e': 0.4244141325082074}",20,0,-46.096247200596665,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
426,False,"{'a': 0.13290157680226525, 'e': 0.4234174691220947}",25,0,-88.23042847137097,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
427,False,"{'a': 0.13279774740312367, 'e': 0.42242281569514967}",20,14,-42.696440552880645,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
428,False,"{'a': 0.13269424171239314, 'e': 0.4214301698327581}",20,6,-41.08459477224922,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
429,False,"{'a': 0.13259105796805098, 'e': 0.42043952913217986}",20,11,13.748915329342784,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.13248819442174423, 'e': 0.41945089118265627}",20,8,2.665320745265407,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.13238564933865207, 'e': 0.41846425356551675}",20,13,-28.20248043444763,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
432,False,"{'a': 0.13228342099734997, 'e': 0.4174796138542846}",25,7,-3.2281749291435675,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.13218150768967563, 'e': 0.4164969696147817}",25,0,-29.293899062288055,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
434,False,"{'a': 0.1320799077205963, 'e': 0.4155163184052321}",20,6,-58.69551334774123,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
435,False,"{'a': 0.13197861940807798, 'e': 0.4145376577763652}",20,8,1.247942056148638,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.13187764108295616, 'e': 0.4135609852715173}",25,0,-8.607059056444465,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
437,False,"{'a': 0.131776971088808, 'e': 0.412586298426733}",25,8,-7.058535559474586,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
438,False,"{'a': 0.13167660778182627, 'e': 0.4116135947708651}",25,0,-59.69075998119277,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
439,False,"{'a': 0.1315765495306947, 'e': 0.410642871825674}",30,16,15.337486954697393,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.13147679471646478, 'e': 0.40967412710592577}",20,0,-7.1776323346660265,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
441,False,"{'a': 0.13137734173243434, 'e': 0.40870735811948994}",25,0,-57.87268211249499,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
442,False,"{'a': 0.13127818898402718, 'e': 0.40774256236743606}",25,0,-78.65000585871145,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
443,False,"{'a': 0.13117933488867456, 'e': 0.40677973734412937}",30,0,-117.68113063964071,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
444,False,"{'a': 0.13108077787569775, 'e': 0.40581888053732573}",25,11,14.092919432274847,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
445,False,"{'a': 0.13098251638619227, 'e': 0.4048599894282658}",35,11,-30.422628620387858,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
446,False,"{'a': 0.13088454887291337, 'e': 0.4039030614917681}",25,9,-17.06008524125577,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
447,False,"{'a': 0.1307868738001629, 'e': 0.40294809419632166}",25,0,-13.550756898807595,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
448,False,"{'a': 0.13068948964367758, 'e': 0.4019950850041774}",25,0,-24.706280263957876,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
449,False,"{'a': 0.13059239489051852, 'e': 0.4010440313714391}",25,18,-27.92218697347632,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
450,False,"{'a': 0.13049558803896213, 'e': 0.4000949307481535}",20,0,-22.432129494848137,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
451,False,"{'a': 0.13039906759839226, 'e': 0.39914778057839906}",20,6,7.7102669313829635,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.13030283208919355, 'e': 0.3982025783003749}",20,6,8.445129751294804,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.13020688004264633, 'e': 0.39725932134648817}",30,16,11.771494801029895,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
454,False,"{'a': 0.1301112100008223, 'e': 0.396318007143441}",20,9,12.924987629457943,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.13001582051648183, 'e': 0.3953786331123166}",20,3,-57.11492897354515,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
456,False,"{'a': 0.12992071015297238, 'e': 0.3944411966686646}",30,20,-41.905465753026704,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
457,False,"{'a': 0.12982587748412777, 'e': 0.39350569522258594}",20,11,-27.70163449918281,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
458,False,"{'a': 0.12973132109416916, 'e': 0.3925721261788162}",25,0,-25.529700684892997,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
459,False,"{'a': 0.12963703957760678, 'e': 0.3916404869368092}",30,0,-15.90071201573006,"{0: 25, 1: 0, 2: 4, 3: 1, 4: 0}",0
460,False,"{'a': 0.129543031539143, 'e': 0.3907107748908193}",20,9,21.080526050745252,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.1294492955935764, 'e': 0.38978298742998313}",20,5,25.53285276492466,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.129355830365707, 'e': 0.38885712193840044}",25,0,-41.57828755270005,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
463,False,"{'a': 0.12926263449024264, 'e': 0.3879331757952145}",25,0,30.78988882265764,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.12916970661170638, 'e': 0.3870111463746917}",20,7,19.858936874750174,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.12907704538434486, 'e': 0.38609103104630044}",20,15,8.590668146337395,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.128984649472038, 'e': 0.38517282717478907}",35,23,22.587641234449222,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.12889251754820938, 'e': 0.38425653212026395}",25,8,-20.461791010171023,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
468,False,"{'a': 0.1288006482957379, 'e': 0.3833421432382658}",20,0,-20.63192618904137,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
469,False,"{'a': 0.12870904040687028, 'e': 0.3824296578798462}",30,10,15.100124836899443,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.12861769258313477, 'e': 0.38151907339164276}",25,18,13.050292626959484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.12852660353525552, 'e': 0.3806103871159545}",20,0,-28.428401926002305,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
472,False,"{'a': 0.12843577198306827, 'e': 0.37970359639081575}",25,11,-4.913456172558188,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.1283451966554366, 'e': 0.37879869855006965}",25,0,21.18244913741357,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
474,False,"{'a': 0.12825487629016954, 'e': 0.3778956909234413}",25,10,18.879258375835605,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.12816480963393992, 'e': 0.37699457083661}",25,20,10.702600758016125,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.12807499544220333, 'e': 0.37609533561128095}",25,0,-58.201589676697445,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
477,False,"{'a': 0.12798543247911862, 'e': 0.3751979825652562}",20,0,19.649006447247515,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
478,False,"{'a': 0.1278961195174688, 'e': 0.37430250901250534}",25,4,-14.030309020263811,"{0: 18, 1: 1, 2: 0, 3: 2, 4: 0}",1
479,False,"{'a': 0.1278070553385829, 'e': 0.3734089122632351}",20,0,-90.44497523236458,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
480,False,"{'a': 0.12771823873225888, 'e': 0.37251718962395874}",25,1,-112.40649130572874,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 3}",1
481,False,"{'a': 0.1276296684966872, 'e': 0.3716273383975647}",30,0,2.09046516853968,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
482,False,"{'a': 0.1275413434383754, 'e': 0.37073935588338447}",30,12,5.888753127455177,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
483,False,"{'a': 0.12745326237207336, 'e': 0.36985323937726033}",20,11,2.6264783928221074,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
484,False,"{'a': 0.12736542412069943, 'e': 0.36896898617161217}",30,12,-16.86983757607473,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.1272778275152675, 'e': 0.3680865935555035}",20,7,21.75440977444026,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.12719047139481465, 'e': 0.3672060588147077}",20,3,6.10692206059008,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
487,False,"{'a': 0.12710335460632985, 'e': 0.36632737923177267}",20,15,9.266894006869268,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.12701647600468316, 'e': 0.3654505520860859}",20,0,5.724587892749653,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
489,False,"{'a': 0.1269298344525559, 'e': 0.3645755746539383}",20,0,30.000993571960397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
490,False,"{'a': 0.12684342882037156, 'e': 0.36370244420858766}",20,12,14.534130341937074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.12675725798622733, 'e': 0.3628311580203217}",30,8,-26.397972636019425,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
492,False,"{'a': 0.1266713208358266, 'e': 0.3619617133565205}",20,0,-23.81189392639868,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
493,False,"{'a': 0.126585616262412, 'e': 0.3610941074817184}",25,13,20.63316459553497,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.12650014316669908, 'e': 0.3602283376576653}",20,0,-24.263059867612835,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
495,False,"{'a': 0.1264149004568111, 'e': 0.35936440114338764}",25,6,-13.226954902776486,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
496,False,"{'a': 0.12632988704821413, 'e': 0.3585022951952484}",20,13,14.551748932607483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.12624510186365295, 'e': 0.3576420170670071}",20,7,-4.4057459784731146,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
498,False,"{'a': 0.12616054383308775, 'e': 0.3567835640098792}",20,14,0.19838278685790733,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
499,False,"{'a': 0.12607621189363136, 'e': 0.35592693327259467}",20,2,19.919423451812026,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.12599210498948732, 'e': 0.3550721221014561}",25,11,-30.467976597919485,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
501,False,"{'a': 0.12590822207188843, 'e': 0.35421912774039704}",20,8,-32.799628013868336,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
502,False,"{'a': 0.125824562099036, 'e': 0.3533679474310386}",25,19,9.59476656868009,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.1257411240360399, 'e': 0.3525185784127467}",20,10,-11.46206232404441,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.12565790685485898, 'e': 0.3516710179226882}",20,9,14.719174407301653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.12557490953424238, 'e': 0.3508252631958866}",20,0,-8.438088345325866,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
506,False,"{'a': 0.12549213105967127, 'e': 0.34998131146527767}",20,6,16.276646794536425,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.12540957042330125, 'e': 0.349139159961764}",20,2,12.678097158917401,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.12532722662390552, 'e': 0.3482988059142694}",35,0,-10.338864447928373,"{0: 31, 1: 1, 2: 1, 3: 2, 4: 0}",0
509,False,"{'a': 0.1252450986668183, 'e': 0.3474602465497934}",20,14,1.3760638862792005,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.12516318556387923, 'e': 0.34662347909346375}",30,14,-54.90834954281223,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
511,False,"{'a': 0.12508148633337807, 'e': 0.3457885007685903}",25,12,-1.1025429788665886,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
